Time Elapsed,Remaining Count,Non-empty Corridor Count,Average Density Over Capacity
112.600000000344,223,89,0.132241098723393
113.50000000034,222,90,0.136895951126067
114.100000000349,221,85,0.147201200948273
114.300000000353,219,87,0.142327299469921
114.800000000369,218,85,0.149223653340082
115.000000000372,217,80,0.155732480574936
115.900000000384,216,82,0.147822671848742
116.000000000386,215,82,0.147455254713033
116.100000000385,214,81,0.150694393991386
116.400000000377,213,80,0.15265632299411
116.700000000368,212,75,0.159737865157744
118.200000000284,211,76,0.15449156482768
118.300000000278,210,78,0.148919701451283
118.50000000027,209,79,0.145023737343814
118.800000000263,208,80,0.141571001716948
119.300000000249,206,78,0.143626444577415
119.700000000247,204,81,0.138791116445005
121.100000000195,203,78,0.136463075090792
121.50000000018,202,75,0.142030943311287
121.600000000175,201,75,0.142486831092757
122.10000000015,200,77,0.136911908613542
122.200000000142,199,78,0.136129169404098
122.900000000133,198,82,0.136900419999696
123.70000000011,197,73,0.159873440194479
123.800000000113,196,72,0.161824740128274
124.300000000105,195,77,0.149136027898031
124.600000000093,194,75,0.154776683259162
124.90000000008,193,76,0.151081306828245
125.000000000075,192,76,0.150718597916729
125.60000000004,191,74,0.147284614322286
126.999999999987,190,78,0.136017824392674
127.099999999981,189,74,0.14137527284031
127.599999999971,188,71,0.144287738928705
127.79999999997,187,72,0.141205555940211
128.199999999991,186,74,0.1351385153651
128.699999999984,185,73,0.134575581132922
129.299999999999,184,71,0.134749621391774
129.500000000013,183,65,0.150860001649266
129.700000000023,182,64,0.155416505423225
130.000000000037,181,65,0.151760861373918
130.100000000028,180,63,0.156695679113912
130.400000000021,179,71,0.136562736216681
130.500000000025,178,69,0.140068952031707
130.700000000003,177,69,0.138744482582869
130.899999999989,176,71,0.134160892236881
131.29999999996,175,66,0.145487995332691
131.399999999963,174,66,0.144366404821566
131.799999999996,173,67,0.143771409706587
132.39999999999,172,65,0.142867138388985
132.600000000004,171,66,0.137070006144552
132.700000000005,169,66,0.134842550138026
134.399999999976,168,65,0.141531337186188
135.400000000008,167,71,0.128507387969841
135.90000000005,166,70,0.127491178470392
136.000000000063,165,68,0.131568666391659
136.800000000107,164,68,0.131717700006706
138.700000000106,163,65,0.131990120907157
139.000000000135,162,64,0.131887518687343
139.900000000148,161,61,0.135857197422434
140.000000000161,159,61,0.136703507675912
140.100000000172,158,62,0.134589260052732
140.3000000002,157,62,0.134572823938209
140.600000000236,156,61,0.128388747712277
140.700000000251,155,62,0.127941203807902
140.800000000256,154,63,0.125484939280848
140.90000000026,153,64,0.124713814847578
141.100000000256,152,63,0.125103154049095
141.500000000278,151,60,0.1288080669257
142.100000000263,150,59,0.129066604607571
142.300000000278,149,59,0.129561472263455
142.600000000295,148,59,0.130216924199948
142.700000000303,147,59,0.128091584357817
142.800000000294,146,60,0.124729346269048
143.300000000342,145,60,0.124314655447381
143.400000000355,144,59,0.124606280409367
143.500000000359,141,59,0.122674865352213
143.800000000362,139,58,0.124694114839436
144.000000000351,137,55,0.126368026419794
144.800000000329,136,59,0.117355601842592
144.900000000321,135,58,0.120367757624571
145.600000000315,134,59,0.124697358977411
146.300000000371,133,60,0.118967172934201
146.500000000397,132,59,0.120177299413575
146.800000000386,131,59,0.119889260797787
149.000000000398,130,59,0.123452277065648
149.100000000394,129,59,0.120704007207455
149.400000000411,128,56,0.129904118681396
150.200000000511,127,55,0.132784581883021
150.300000000516,125,54,0.133739434949569
152.000000000541,124,44,0.15774347307678
152.100000000544,123,46,0.150107922939377
152.300000000563,122,46,0.145680211705549
152.800000000602,121,46,0.138164649804244
153.900000000526,120,42,0.130309188959862
154.000000000506,119,42,0.1299276260783
154.40000000047,118,42,0.131632726804927
155.000000000366,116,40,0.142169706698119
155.300000000322,115,39,0.149782436754035
155.800000000267,114,40,0.152745139625515
156.10000000025,113,43,0.140973463389227
156.500000000248,112,46,0.13986193929552
156.900000000258,110,45,0.148852652692251
157.200000000269,109,42,0.161799994215345
157.700000000249,108,42,0.160148008634788
157.80000000024,107,42,0.158243743649127
157.900000000231,106,42,0.157980731467511
158.300000000197,105,44,0.149392007633088
158.600000000218,104,45,0.142383037842048
159.100000000221,103,42,0.146721714800721
159.60000000017,102,36,0.16713481046237
160.000000000213,101,38,0.154967112415743
160.100000000212,100,38,0.153141327022026
160.700000000135,99,41,0.134466538002307
160.800000000114,98,42,0.130650903731503
161.000000000093,97,42,0.12975340698683
161.400000000014,96,39,0.135482339765919
161.999999999944,95,38,0.135519893817667
162.199999999935,94,38,0.128568621405868
162.299999999929,93,38,0.128058625485836
163.099999999887,92,37,0.129766830455744
163.299999999883,89,37,0.129974097523476
163.599999999874,88,38,0.123611367657305
163.799999999883,87,37,0.127245949629671
164.2999999999,86,37,0.129807577191298
164.799999999907,85,36,0.132432302660016
166.69999999992,84,35,0.133805862834102
169.600000000022,82,33,0.131483288460033
171.199999999837,81,31,0.130804478429056
171.3999999998,80,32,0.12484919909234
171.599999999765,79,32,0.124871249877472
172.499999999652,78,32,0.129285433279664
172.599999999641,76,32,0.127947323311467
173.699999999483,75,31,0.132838366021833
174.099999999435,74,31,0.131922271613616
174.399999999438,72,31,0.124468862931775
174.599999999422,71,31,0.125424115481176
176.099999999269,70,31,0.11980730376909
176.19999999925,69,31,0.119182147480018
176.399999999222,68,28,0.131492887791527
176.699999999218,67,28,0.134967417138149
176.799999999218,66,28,0.135449448115561
177.199999999183,65,29,0.127782551138606
177.89999999914,64,29,0.124963477669973
178.999999999207,63,25,0.1437685208848
179.199999999231,62,23,0.154820856034203
179.599999999244,60,26,0.135052755334508
179.699999999257,59,26,0.131527114308867
180.199999999312,58,26,0.132870802671787
181.19999999943,57,25,0.140020657636937
181.699999999477,56,25,0.135263210949257
181.799999999476,55,25,0.134488017150808
182.199999999482,54,25,0.135712823352358
184.399999999566,53,25,0.123483459692762
184.99999999964,52,24,0.129488540099005
185.299999999683,51,23,0.132323399272338
186.999999999478,50,20,0.148826543288753
189.499999999138,49,20,0.132402603856092
189.799999999105,47,18,0.144604562821617
190.699999999077,46,17,0.135031815349873
191.499999999098,45,16,0.137364611728711
191.799999999114,44,15,0.141613590974056
193.099999999236,43,16,0.127685825560099
194.799999999343,42,16,0.100996744292529
195.799999999469,41,14,0.0984559506569473
196.899999999647,40,13,0.101894790758834
197.399999999725,39,13,0.107728238765806
197.599999999753,38,13,0.106237481461095
197.799999999785,37,12,0.108425677466375
198.299999999733,35,12,0.0952026601735904
198.399999999734,34,12,0.093587673093487
199.399999999652,33,11,0.102709338465152
199.699999999617,32,10,0.104149026038561
200.79999999949,31,11,0.0852830631900399
200.999999999477,30,10,0.0972088054064798
201.299999999438,29,10,0.0910847743987279
201.599999999397,28,11,0.0812367864693446
201.699999999386,27,11,0.0794749823819591
201.999999999347,26,10,0.0856981713377062
202.099999999334,25,10,0.0795741403299543
202.299999999312,24,9,0.0836508094260032
202.699999999292,23,8,0.0839389534883721
202.79999999929,22,8,0.081935748360167
203.099999999285,21,8,0.0795132677400119
203.599999999252,20,9,0.0685251441065395
204.399999999189,19,10,0.0603756708407871
204.899999999137,18,8,0.0715780908368118
206.899999999227,17,6,0.0844514013118664
207.599999999292,16,7,0.0667397847630406
208.399999999359,15,7,0.0653661583894142
209.899999999517,14,6,0.0726992645597297
210.399999999567,13,7,0.059545106056734
211.199999999627,12,6,0.0561394354999006
211.299999999641,11,6,0.0529094613396939
211.399999999657,10,5,0.046824686940966
214.000000000235,9,5,0.0379099582587955
215.500000000547,8,5,0.0353756708407871
216.500000000776,6,3,0.0471576227390181
217.400000000925,5,4,0.0275852216259193
217.900000001048,4,4,0.0227402603856092
218.500000001183,3,3,0.0238603988603989
225.300000000869,2,2,0.0177027429934407
228.100000000658,1,1,0.0193798449612403
231.100000000386,0,0,NaN
